Entity,Code,Year,all years
Clinton,,2021,79426
Clinton,,2021,21287
Clinton,,2021,79596
Clinton,,2021,42004
Clinton,,2021,37465
Cloud,,2020,8988
Cloud,,2021,8928
Coahoma,,2020,21232
Coahoma,,2021,20810
Coal,,2020,5279
Coal,,2021,5276
Cobb,,2020,766209
Cobb,,2021,766802
Cochise,,2020,125398
Cochise,,2021,126050
Cochran,,2020,2559
Cochran,,2021,2516
Cocke,,2020,36022
Cocke,,2021,36418
Coconino,,2020,145116
Coconino,,2021,145052
Codington,,2020,28309
Codington,,2021,28427
Coffee,,2020,53565
Coffee,,2020,43047
Coffee,,2020,58102
Coffee,,2021,54174
Coffee,,2021,43386
Coffee,,2021,59032
Coffey,,2020,8370
Coffey,,2021,8338
Coke,,2020,3288
Coke,,2021,3321
Colbert,,2020,57236
Colbert,,2021,57474
Cole,,2020,77198
Cole,,2021,77205
Coleman,,2020,7671
Coleman,,2021,7735
Coles,,2020,46737
Coles,,2021,46765
Colfax,,2020,10546
Colfax,,2020,12332
Colfax,,2021,10498
Colfax,,2021,12369
Colleton,,2020,38543
Colleton,,2021,38462
Collier,,2020,377079
Collier,,2021,385980
Collin,,2020,1073149
Collin,,2021,1109462
Collingsworth,,2020,2635
Collingsworth,,2021,2615
Colonial Heights city,,2020,18191
Colonial Heights city,,2021,18273
Colorado,,2020,20566
Colorado,,2021,20630
Colquitt,,2020,45866
Colquitt,,2021,45812
Columbia,,2020,22741
Columbia,,2020,69889
Columbia,,2020,156773
Columbia,,2020,61550
Columbia,,2020,52631
Columbia,,2020,64667
Columbia,,2020,3949
Columbia,,2020,58510
Columbia,,2021,22672
Columbia,,2021,70385
Columbia,,2021,159639
Columbia,,2021,61778
Columbia,,2021,53074
Columbia,,2021,64872
Columbia,,2021,4042
Columbia,,2021,58488
Columbiana,,2020,101607
Columbiana,,2021,101310
Columbus,,2020,50505
Columbus,,2021,50092
Colusa,,2020,21853
Colusa,,2021,21917
Comal,,2020,163573
Comal,,2021,174986
Comanche,,2020,1681
Comanche,,2020,121129
Comanche,,2020,13600
Comanche,,2021,1670
Comanche,,2021,122063
Comanche,,2021,13775
Concho,,2020,3319
Concho,,2021,3341
Concordia,,2020,18589
Concordia,,2021,18376
Conecuh,,2020,11552
Conecuh,,2021,11328
Conejos,,2020,7464
Conejos,,2021,7612
Contra Costa,,2020,1165562
Contra Costa,,2021,1161413
Converse,,2020,13724
Converse,,2021,13672
Conway,,2020,20729
Conway,,2021,20873
Cook,,2020,17232
Cook,,2020,5262741
Cook,,2020,5592
Cook,,2021,17225
Cook,,2021,5173146
Cook,,2021,5617
Cooke,,2020,41697
Cooke,,2021,42244
Cooper,,2020,17089
Cooper,,2021,17115
Coos,,2020,31173
Coos,,2020,64887
Coos,,2021,31289
Coos,,2021,64999
Coosa,,2020,10383
Coosa,,2021,10450
Copiah,,2020,28293
Copiah,,2021,27995
Copper River,,2020,2616
Copper River,,2021,2630
Corson,,2020,3893
Corson,,2021,3872
Cortland,,2020,46723
Cortland,,2021,46311
Coryell,,2020,83096
Coryell,,2021,84232
Coshocton,,2020,36548
Coshocton,,2021,36618
Costilla,,2020,3506
Costilla,,2021,3625
Cottle,,2020,1374
Cottle,,2021,1381
Cotton,,2020,5543
Cotton,,2021,5480
Cottonwood,,2020,11489
Cottonwood,,2021,11569
Covington,,2020,37469
Covington,,2020,18313
Covington,,2021,37524
Covington,,2021,18279
Covington city,,2020,5721
Covington city,,2021,5717
Coweta,,2020,146653
Coweta,,2021,149956
Cowley,,2020,34498
Cowley,,2021,34496
Cowlitz,,2020,110924
Cowlitz,,2021,111524
Craig,,2020,14146
Craig,,2020,4880
Craig,,2021,14115
Craig,,2021,4865
Craighead,,2020,111576
Craighead,,2021,112218
Crane,,2020,4668
Crane,,2021,4680
Craven,,2020,100552
Craven,,2021,100674
Crawford,,2020,60107
Crawford,,2020,12100
Crawford,,2020,18639
Crawford,,2020,10540
Crawford,,2020,16453
Crawford,,2020,38930
Crawford,,2020,12965
Crawford,,2020,23026
Crawford,,2020,41928
Crawford,,2020,83723
Crawford,,2020,16086
Crawford,,2021,60378
Crawford,,2021,12153
Crawford,,2021,18659
Crawford,,2021,10514
Crawford,,2021,16193
Crawford,,2021,39110
Crawford,,2021,13204
Crawford,,2021,22807
Crawford,,2021,41754
Crawford,,2021,83351
Crawford,,2021,16075
Creek,,2020,71776
Creek,,2021,72029
Crenshaw,,2020,13157
Crenshaw,,2021,13083
Crisp,,2020,20042
Crisp,,2021,19879
Crittenden,,2020,48067
Crittenden,,2020,8985
Crittenden,,2021,47525
Crittenden,,2021,8947
Crockett,,2020,13884
Crockett,,2020,3111
Crockett,,2021,13979
Crockett,,2021,3068
Crook,,2020,24923
Crook,,2020,7178
Crook,,2021,25739
Crook,,2021,7315
Crosby,,2020,5098
Crosby,,2021,5106
Cross,,2020,16762
Cross,,2021,16681
Crow Wing,,2020,66236
Crow Wing,,2021,67270
Crowley,,2020,5893
Crowley,,2021,6012
Culberson,,2020,2193
Culberson,,2021,2193
Cullman,,2020,88044
Cullman,,2021,89496
Culpeper,,2020,52717
Culpeper,,2021,53596
Cumberland,,2020,10428
Cumberland,,2020,5856
Cumberland,,2020,303312
Cumberland,,2020,153848
Cumberland,,2020,334370
Cumberland,,2020,259996
Cumberland,,2020,61272
Cumberland,,2020,9656
Cumberland,,2021,10345
Cumberland,,2021,5879
Cumberland,,2021,305231
Cumberland,,2021,153627
Cumberland,,2021,335508
Cumberland,,2021,262919
Cumberland,,2021,62451
Cumberland,,2021,9681
Cuming,,2020,9009
Cuming,,2021,8984
Currituck,,2020,28385
Currituck,,2021,29653
Curry,,2020,48325
Curry,,2020,23503
Curry,,2021,47999
Curry,,2021,23683
Custer,,2020,4712
Custer,,2020,4266
Custer,,2020,11859
Custer,,2020,10495
Custer,,2020,28423
Custer,,2020,8328
Custer,,2021,5045
Custer,,2021,4428
Custer,,2021,11916
Custer,,2021,10460
Custer,,2021,28163
Custer,,2021,8609
Cuyahoga,,2020,1261696
Cuyahoga,,2021,1249387
Dade,,2020,16224
Dade,,2020,7586
Dade,,2021,16326
Dade,,2021,7599
Daggett,,2020,952
Daggett,,2021,976
Dakota,,2020,440317
Dakota,,2020,21502
Dakota,,2021,442038
Dakota,,2021,21241
Dale,,2020,49214
Dale,,2021,49342
Dallam,,2020,7116
Dallam,,2021,7172
Dallas,,2020,38190
Dallas,,2020,6445
Dallas,,2020,100486
Dallas,,2020,17099
Dallas,,2020,2610957
Dallas,,2021,37619
Dallas,,2021,6308
Dallas,,2021,103796
Dallas,,2021,17341
Dallas,,2021,2586050
Dane,,2020,562306
Dane,,2021,563951
Daniels,,2020,1658
Daniels,,2021,1686
Danville city,,2020,42465
Danville city,,2021,42215
Dare,,2020,37001
Dare,,2021,37826
Darke,,2020,51882
Darke,,2021,51597
Darlington,,2020,62833
Darlington,,2021,62755
Dauphin,,2020,286544
Dauphin,,2021,287400
Davidson,,2020,169131
Davidson,,2020,715486
Davidson,,2021,170637
Davidson,,2021,703953
Davie,,2020,42806
Davie,,2021,43533
Daviess,,2020,33391
Daviess,,2020,103291
Daviess,,2020,8427
Daviess,,2021,33397
Daviess,,2021,103063
Daviess,,2021,8399
Davis,,2020,9109
Davis,,2020,363492
Davis,,2021,9138
Davis,,2021,367285
Davison,,2020,19936
Davison,,2021,19878
Dawes,,2020,8151
Dawes,,2021,8148
Dawson,,2020,27047
Dawson,,2020,8922
Dawson,,2020,24039
Dawson,,2020,12439
Dawson,,2021,28497
Dawson,,2021,8904
Dawson,,2021,23898
Dawson,,2021,12413
Day,,2020,5425
Day,,2021,5414
De Baca,,2020,1678
De Baca,,2021,1680
De Soto,,2020,26854
De Soto,,2021,26919
De Witt,,2020,15441
De Witt,,2021,15341
DeKalb,,2020,71630
DeKalb,,2020,763831
DeKalb,,2020,100233
DeKalb,,2020,43274
DeKalb,,2020,11014
DeKalb,,2020,20171
DeKalb,,2021,71813
DeKalb,,2021,757718
DeKalb,,2021,100414
DeKalb,,2021,43333
DeKalb,,2021,11098
DeKalb,,2021,20478
DeSoto,,2020,34080
DeSoto,,2020,185902
DeSoto,,2021,34408
DeSoto,,2021,188633
DeWitt,,2020,19809
DeWitt,,2021,19918
Deaf Smith,,2020,18503
Deaf Smith,,2021,18329
Dearborn,,2020,50726
Dearborn,,2021,50816
Decatur,,2020,29338
Decatur,,2020,26477
Decatur,,2020,7610
Decatur,,2020,2749
Decatur,,2020,11402
Decatur,,2021,29038
Decatur,,2021,26320
Decatur,,2021,7659
Decatur,,2021,2751
Decatur,,2021,11391
Deer Lodge,,2020,9413
Deer Lodge,,2021,9491
Defiance,,2020,38227
Defiance,,2021,38144
Del Norte,,2020,27709
Del Norte,,2021,28100
Delaware,,2020,111669
Delaware,,2020,17458
Delaware,,2020,44186
Delaware,,2020,215062
Delaware,,2020,40400
Delaware,,2020,576388
Delaware,,2021,111871
Delaware,,2021,17510
Delaware,,2021,44378
Delaware,,2021,220740
Delaware,,2021,41000
Delaware,,2021,573849
Delta,,2020,31232
Delta,,2020,36842
Delta,,2020,5233
Delta,,2021,31661
Delta,,2021,36826
Delta,,2021,5392
Denali,,2020,1611
Denali,,2021,1593
Dent,,2020,14418
Dent,,2021,14432
Denton,,2020,913900
Denton,,2021,941647
Denver,,2020,717630
Denver,,2021,711463
Des Moines,,2020,38831
Des Moines,,2021,38491
Deschutes,,2020,199355
Deschutes,,2021,204801
Desha,,2020,11330
Desha,,2021,11090
Deuel,,2020,1829
Deuel,,2020,4299
Deuel,,2021,1865
Deuel,,2021,4272
Dewey,,2020,4466
Dewey,,2020,5226
Dewey,,2021,4417
Dewey,,2021,5246
Dickens,,2020,1760
Dickens,,2021,1740
Dickenson,,2020,14045
Dickenson,,2021,13787
Dickey,,2020,4959
Dickey,,2021,4897
Dickinson,,2020,17747
Dickinson,,2020,18353
Dickinson,,2020,25886
Dickinson,,2021,17851
Dickinson,,2021,18459
Dickinson,,2021,25787
Dickson,,2020,54432
Dickson,,2021,55292
Dillingham,,2020,4839
Dillingham,,2021,4772
Dillon,,2020,28284
Dillon,,2021,28087
Dimmit,,2020,8563
Dimmit,,2021,8473
Dinwiddie,,2020,27900
Dinwiddie,,2021,27912
District of Columbia,,2020,690093
District of Columbia,,2021,670050
Divide,,2020,2198
Divide,,2021,2188
Dixie,,2020,16805
Dixie,,2021,17102
Dixon,,2020,5580
Dixon,,2021,5545
Doddridge,,2020,7786
Doddridge,,2021,7735
Dodge,,2020,19849
Dodge,,2020,20861
Dodge,,2020,37102
Dodge,,2020,89262
Dodge,,2021,19759
Dodge,,2021,20935
Dodge,,2021,37103
Dodge,,2021,89313
Dolores,,2020,2338
Dolores,,2021,2397
Doniphan,,2020,7469
Doniphan,,2021,7471
Donley,,2020,3269
Donley,,2021,3268
Dooly,,2020,11142
Dooly,,2021,10885
Door,,2020,30102
Door,,2021,30369
Dorchester,,2020,32508
Dorchester,,2020,161975
Dorchester,,2021,32489
Dorchester,,2021,163327
Dougherty,,2020,85366
Dougherty,,2021,84844
Douglas,,2020,360102
Douglas,,2020,144497
Douglas,,2020,19742
Douglas,,2020,118814
Douglas,,2020,39079
Douglas,,2020,11592
Douglas,,2020,585010
Douglas,,2020,49468
Douglas,,2020,111235
Douglas,,2020,2824
Douglas,,2020,42998
Douglas,,2020,44275
Douglas,,2021,368990
Douglas,,2021,145814
Douglas,,2021,19722
Douglas,,2021,119363
Douglas,,2021,39238
Douglas,,2021,11732
Douglas,,2021,585008
Douglas,,2021,49870
Douglas,,2021,111978
Douglas,,2021,2821
Douglas,,2021,43696
Douglas,,2021,44203
Doña Ana,,2020,219899
Doña Ana,,2021,221508
Drew,,2020,17309
Drew,,2021,17110
DuPage,,2020,931153
DuPage,,2021,924885
Dubois,,2020,43604
Dubois,,2021,43549
Dubuque,,2020,99229
Dubuque,,2021,98718
Duchesne,,2020,19581
Duchesne,,2021,19790
Dukes,,2020,20581
Dukes,,2021,21097
Dundy,,2020,1647
Dundy,,2021,1635
Dunklin,,2020,28178
Dunklin,,2021,27717
Dunn,,2020,4103
Dunn,,2020,45440
Dunn,,2021,4035
Dunn,,2021,45547
Duplin,,2020,48675
Duplin,,2021,48515
Durham,,2020,325602
Durham,,2021,326126
Dutchess,,2020,295742
Dutchess,,2021,297112
Duval,,2020,996373
Duval,,2020,9808
Duval,,2021,999935
Duval,,2021,9756
Dyer,,2020,36646
Dyer,,2021,36615
Eagle,,2020,55665
Eagle,,2021,55727
Early,,2020,10813
Early,,2021,10619
East Baton Rouge,,2020,455884
East Baton Rouge,,2021,453301
East Carroll,,2020,7383
East Carroll,,2021,7220
East Feliciana,,2020,19451
East Feliciana,,2021,19338
Eastland,,2020,17754
Eastland,,2021,17864
Eaton,,2020,109106
Eaton,,2021,108944
Eau Claire,,2020,105818
Eau Claire,,2021,106452
Echols,,2020,3696
Echols,,2021,3699
Ector,,2020,165467
Ector,,2021,161091
Eddy,,2020,62257
Eddy,,2020,2333
Eddy,,2021,60911
Eddy,,2021,2337
Edgar,,2020,16755
Edgar,,2021,16520
Edgecombe,,2020,48697
Edgecombe,,2021,48359
Edgefield,,2020,25675
Edgefield,,2021,26153
Edmonson,,2020,12132
Edmonson,,2021,12291
Edmunds,,2020,3977
Edmunds,,2021,4033
Edwards,,2020,6205
Edwards,,2020,2898
Edwards,,2020,1414
Edwards,,2021,6075
Edwards,,2021,2832
Edwards,,2021,1438
Effingham,,2020,65150
Effingham,,2020,34614
Effingham,,2021,66741
Effingham,,2021,34430
El Dorado,,2020,191114
El Dorado,,2021,193221
El Paso,,2020,731847
El Paso,,2020,866093
El Paso,,2021,737867
El Paso,,2021,867947
Elbert,,2020,26206
Elbert,,2020,19627
Elbert,,2021,27128
Elbert,,2021,19579
Elk,,2020,2475
Elk,,2020,30927
Elk,,2021,2441
Elk,,2021,30783
Elkhart,,2020,206842
Elkhart,,2021,206921
Elko,,2020,53750
Elko,,2021,53915
Elliott,,2020,7334
Elliott,,2021,7381
Ellis,,2020,28931
Ellis,,2020,3745
Ellis,,2020,194272
Ellis,,2021,28790
Ellis,,2021,3762
Ellis,,2021,202678
Ellsworth,,2020,6354
Ellsworth,,2021,6336
Elmore,,2020,88116
Elmore,,2020,28668
Elmore,,2021,89304
Elmore,,2021,28827
Emanuel,,2020,22730
Emanuel,,2021,22716
Emery,,2020,9837
Emery,,2021,9967
Emmet,,2020,9332
Emmet,,2020,34090
Emmet,,2021,9321
Emmet,,2021,34225
Emmons,,2020,3282
Emmons,,2021,3271
Emporia city,,2020,5716
Emporia city,,2021,5667
Erath,,2020,42715
Erath,,2021,43378
Erie,,2020,953254
Erie,,2020,75429
Erie,,2020,270427
Erie,,2021,950683
Erie,,2021,74852
Erie,,2021,269011
Escambia,,2020,36665
Escambia,,2020,322424
Escambia,,2021,36699
Escambia,,2021,322390
Esmeralda,,2020,730
Esmeralda,,2021,743
Essex,,2020,809218
Essex,,2020,862032
Essex,,2020,37336
Essex,,2020,5910
Essex,,2020,10591
Essex,,2021,807074
Essex,,2021,854917
Essex,,2021,37268
Essex,,2021,5925
Essex,,2021,10573
Estill,,2020,14134
Estill,,2021,14092
Etowah,,2020,103393
Etowah,,2021,103162
Eureka,,2020,1847
Eureka,,2021,1903
Evangeline,,2020,32307
Evangeline,,2021,32215
Evans,,2020,10757
Evans,,2021,10672
Fairbanks North Star,,2020,95286
Fairbanks North Star,,2021,95593
Fairfax,,2020,1148472
Fairfax,,2021,1139720
Fairfax city,,2020,24129
Fairfax city,,2021,24276
Fairfield,,2020,955895
Fairfield,,2020,159357
Fairfield,,2020,20858
Fairfield,,2021,959768
Fairfield,,2021,161064
Fairfield,,2021,20690
Fall River,,2020,6964
Fall River,,2021,7202
Fallon,,2020,3033
Fallon,,2021,3017
Falls,,2020,16961
Falls,,2021,17313
Falls Church city,,2020,14654
Falls Church city,,2021,14493
Fannin,,2020,25396
Fannin,,2020,35732
Fannin,,2021,25817
Fannin,,2021,36569
Faribault,,2020,13888
Faribault,,2021,13909
Faulk,,2020,2128
Faulk,,2021,2137
Faulkner,,2020,123666
Faulkner,,2021,125106
Fauquier,,2020,72938
Fauquier,,2021,73815
Fayette,,2020,16307
Fayette,,2020,119441
Fayette,,2020,21460
Fayette,,2020,23333
Fayette,,2020,19399
Fayette,,2020,322403
Fayette,,2020,28939
Fayette,,2020,128393
Fayette,,2020,42139
Fayette,,2020,24452
Fayette,,2020,40358
Fayette,,2021,16148
Fayette,,2021,120574
Fayette,,2021,21384
Fayette,,2021,23360
Fayette,,2021,19258
Fayette,,2021,321793
Fayette,,2021,28906
Fayette,,2021,126931
Fayette,,2021,42832
Fayette,,2021,24687
Fayette,,2021,39927
Fentress,,2020,18522
Fentress,,2021,18850
Fergus,,2020,11457
Fergus,,2021,11617
Ferry,,2020,7178
Ferry,,2021,7273
Fillmore,,2020,21246
Fillmore,,2020,5567
Fillmore,,2021,21271
Fillmore,,2021,5546
Finney,,2020,38297
Finney,,2021,38107
Fisher,,2020,3677
Fisher,,2021,3706
Flagler,,2020,115968
Flagler,,2021,120932
Flathead,,2020,104773
Flathead,,2021,108454
Fleming,,2020,15091
Fleming,,2021,15224
Florence,,2020,136805
Florence,,2020,4556
Florence,,2021,136504
Florence,,2021,4593
Floyd,,2020,98593
Floyd,,2020,80437
Floyd,,2020,15552
Floyd,,2020,35756
Floyd,,2020,5378
Floyd,,2020,15474
Floyd,,2021,98771
Floyd,,2021,80454
Floyd,,2021,15413
Floyd,,2021,35274
Floyd,,2021,5350
Floyd,,2021,15566
Fluvanna,,2020,27280
Fluvanna,,2021,27723
Foard,,2020,1086
Foard,,2021,1080
Fond du Lac,,2020,104076
Fond du Lac,,2021,104362
Ford,,2020,13533
Ford,,2020,34206
Ford,,2021,13511
Ford,,2021,34159
Forest,,2020,6952
Forest,,2020,9160
Forest,,2021,7032
Forest,,2021,9258
Forrest,,2020,78136
Forrest,,2021,77875
Forsyth,,2020,252786
Forsyth,,2020,382733
Forsyth,,2021,260206
Forsyth,,2021,385523
Fort Bend,,2020,828632
Fort Bend,,2021,858527
Foster,,2020,3389
Foster,,2021,3364
Fountain,,2020,16470
Fountain,,2021,16427
Franklin,,2020,32063
Franklin,,2020,17122
Franklin,,2020,12456
Franklin,,2020,23429
Franklin,,2020,14269
Franklin,,2020,37636
Franklin,,2020,22767
Franklin,,2020,9983
Franklin,,2020,26028
Franklin,,2020,51569
Franklin,,2020,19721
Franklin,,2020,29418
Franklin,,2020,70988
Franklin,,2020,7653
Franklin,,2020,104769
Franklin,,2020,2885
Franklin,,2020,47527
Franklin,,2020,69060
Franklin,,2020,1324013
Franklin,,2020,155874
Franklin,,2020,42781
Franklin,,2020,10366
Franklin,,2020,49996
Franklin,,2020,54469
Franklin,,2020,97076
Franklin,,2021,32013
Franklin,,2021,17173
Franklin,,2021,12572
Franklin,,2021,23785
Franklin,,2021,14666
Franklin,,2021,37442
Franklin,,2021,22842
Franklin,,2021,9952
Franklin,,2021,25986
Franklin,,2021,51682
Franklin,,2021,19668
Franklin,,2021,29687
Franklin,,2021,71015
Franklin,,2021,7676
Franklin,,2021,105231
Franklin,,2021,2903
Franklin,,2021,47456
Franklin,,2021,71703
Franklin,,2021,1321414
Franklin,,2021,156289
Franklin,,2021,43215
Franklin,,2021,10464
Franklin,,2021,50325
Franklin,,2021,54938
Franklin,,2021,98268
Franklin city,,2020,8171
Franklin city,,2021,8217
Frederick,,2020,272737
Frederick,,2020,91766
Frederick,,2021,279835
Frederick,,2021,93717
Fredericksburg city,,2020,27995
Fredericksburg city,,2021,28367
Freeborn,,2020,30883
Freeborn,,2021,30749
Freestone,,2020,19445
Freestone,,2021,19774
Fremont,,2020,48981
Fremont,,2020,13404
Fremont,,2020,6560
Fremont,,2020,39177
Fremont,,2021,49661
Fremont,,2021,13592
Fremont,,2021,6567
Fremont,,2021,39336
Fresno,,2020,1008966
Fresno,,2021,1013581
Frio,,2020,18366
Frio,,2021,18436
Frontier,,2020,2510
Frontier,,2021,2555
Fulton,,2020,12033
Fulton,,2020,1069023
Fulton,,2020,33440
Fulton,,2020,20434
Fulton,,2020,6501
Fulton,,2020,53160
Fulton,,2020,42619
Fulton,,2020,14549
Fulton,,2021,12145
Fulton,,2021,1065334
Fulton,,2021,33197
Fulton,,2021,20386
Fulton,,2021,6512
Fulton,,2021,53116
Fulton,,2021,42450
Fulton,,2021,14523
Furnas,,2020,4615
Furnas,,2021,4604
Gadsden,,2020,43701
Gadsden,,2021,43714
Gage,,2020,21663
Gage,,2021,21616
Gaines,,2020,21701
Gaines,,2021,21895
Galax city,,2020,6691
Galax city,,2021,6660
Gallatin,,2020,4947
Gallatin,,2020,8667
Gallatin,,2020,119502
Gallatin,,2021,4903
Gallatin,,2021,8775
Gallatin,,2021,122713
Gallia,,2020,29193
Gallia,,2021,29158
Galveston,,2020,351458
Galveston,,2021,355062
Garden,,2020,1883
Garden,,2021,1847
Garfield,,2020,61776
Garfield,,2020,1172
Garfield,,2020,1806
Garfield,,2020,62629
Garfield,,2020,5090
Garfield,,2020,2292
Garfield,,2021,62161
Garfield,,2021,1209
Garfield,,2021,1839
Garfield,,2021,61926
Garfield,,2021,5129
Garfield,,2021,2346
Garland,,2020,100162
Garland,,2021,100330
Garrard,,2020,16935
Garrard,,2021,17362
Garrett,,2020,28761
Garrett,,2021,28702
Garvin,,2020,25627
Garvin,,2021,25804
Garza,,2020,5794
Garza,,2021,5863
Gasconade,,2020,14745
Gasconade,,2021,14791
Gaston,,2020,228269
Gaston,,2021,230856
Gates,,2020,10452
Gates,,2021,10366
Geary,,2020,36747
Geary,,2021,35934
Geauga,,2020,95334
Geauga,,2021,95565
Gem,,2020,19258
Gem,,2021,19792
Genesee,,2020,405648
Genesee,,2020,58258
Genesee,,2021,404208
Genesee,,2021,57853
Geneva,,2020,26675
Geneva,,2021,26701
Gentry,,2020,6115
Gentry,,2021,6173
George,,2020,24335
George,,2021,24762
Georgetown,,2020,63440
Georgetown,,2021,63921
Gibson,,2020,33021
Gibson,,2020,50375
Gibson,,2021,32924
Gibson,,2021,50541
Gila,,2020,53306
Gila,,2021,53589
Gilchrist,,2020,17928
Gilchrist,,2021,18360
Giles,,2020,30295
Giles,,2020,16754
Giles,,2021,30542
Giles,,2021,16562
Gillespie,,2020,26732
Gillespie,,2021,27297
Gilliam,,2020,2016
Gilliam,,2021,2005
Gilmer,,2020,31429
Gilmer,,2020,7378
Gilmer,,2021,32026
Gilmer,,2021,7377
Gilpin,,2020,5810
Gilpin,,2021,5873
Glacier,,2020,13747
Glacier,,2021,13785
Glades,,2020,12179
Glades,,2021,12234
Gladwin,,2020,25369
Gladwin,,2021,25485
Glascock,,2020,2883
Glascock,,2021,2919
Glasscock,,2020,1114
Glasscock,,2021,1149
Glenn,,2020,28893
Glenn,,2021,28805
Gloucester,,2020,302607
Gloucester,,2020,38688
Gloucester,,2021,304477
Gloucester,,2021,39069
Glynn,,2020,84470
Glynn,,2021,84739
Gogebic,,2020,14315
Gogebic,,2021,14361
Golden Valley,,2020,820
Golden Valley,,2020,1730
Golden Valley,,2021,831
Golden Valley,,2021,1770
Goliad,,2020,7005
Goliad,,2021,7163
Gonzales,,2020,19653
Gonzales,,2021,19641
Goochland,,2020,24828
Goochland,,2021,25488
Goodhue,,2020,47536
Goodhue,,2021,47968
Gooding,,2020,15643
Gooding,,2021,15772
Gordon,,2020,57696
Gordon,,2021,58237
Goshen,,2020,12503
Goshen,,2021,12537
Gosper,,2020,1891
Gosper,,2021,1824
Gove,,2020,2694
Gove,,2021,2755
Grady,,2020,26221
Grady,,2020,54805
Grady,,2021,25918
Grady,,2021,55508
Grafton,,2020,91123
Grafton,,2021,92201
Graham,,2020,38614
Graham,,2020,2405
Graham,,2020,8016
Graham,,2021,39050
Graham,,2021,2400
Graham,,2021,8043
Grainger,,2020,23525
Grainger,,2021,23763
Grand,,2020,15733
Grand,,2020,9681
Grand,,2021,15860
Grand,,2021,9663
Grand Forks,,2020,73062
Grand Forks,,2021,72705
Grand Isle,,2020,7278
Grand Isle,,2021,7421
Grand Traverse,,2020,95315
Grand Traverse,,2021,95860
Granite,,2020,3308
Granite,,2021,3344
Grant,,2020,17975
Grant,,2020,66446
Grant,,2020,7327
Grant,,2020,25008
Grant,,2020,22129
Grant,,2020,6080
Grant,,2020,611
Grant,,2020,28209
Grant,,2020,2281
Grant,,2020,4168
Grant,,2020,7223
Grant,,2020,7532
Grant,,2020,99365
Grant,,2020,10954
Grant,,2020,51934
Grant,,2021,18090
Grant,,2021,66263
Grant,,2021,7324
Grant,,2021,25244
Grant,,2021,22236
Grant,,2021,6153
Grant,,2021,579
Grant,,2021,27889
Grant,,2021,2323
Grant,,2021,4131
Grant,,2021,7272
Grant,,2021,7519
Grant,,2021,100297
Grant,,2021,10983
Grant,,2021,52110
Granville,,2020,61041
Granville,,2021,61986
Gratiot,,2020,41662
Gratiot,,2021,41544
Graves,,2020,36512
Graves,,2021,36615
Gray,,2020,5633
Gray,,2020,21179
Gray,,2021,5644
Gray,,2021,21030
Grays Harbor,,2020,75811
Grays Harbor,,2021,76841
Grayson,,2020,26410
Grayson,,2020,136014
Grayson,,2020,15300
Grayson,,2021,26524
Grayson,,2021,139336
Grayson,,2021,15359
Greeley,,2020,1277
Greeley,,2020,2180
Greeley,,2021,1304
Greeley,,2021,2169
Green,,2020,11112
Green,,2020,36992
Green,,2021,11291
Green,,2021,36988
Green Lake,,2020,18997
Green Lake,,2021,19229
Greenbrier,,2020,32866
Greenbrier,,2021,32608
Greene,,2020,7704
Greene,,2020,45818
Greene,,2020,19025
Greene,,2020,11915
Greene,,2020,30790
Greene,,2020,8746
Greene,,2020,13501
Greene,,2020,299060
Greene,,2020,47890
Greene,,2020,20444
Greene,,2020,168025
Greene,,2020,35813
Greene,,2020,70220
Greene,,2020,20591
Greene,,2021,7629
Greene,,2021,46317
Greene,,2021,19536
Greene,,2021,11843
Greene,,2021,30786
Greene,,2021,8717
Greene,,2021,13630
Greene,,2021,300865
Greene,,2021,48499
Greene,,2021,20417
Greene,,2021,168412
Greene,,2021,35369
Greene,,2021,70621
Greene,,2021,20968
Greenlee,,2020,9522
Greenlee,,2021,9404
Greensville,,2020,11393
Greensville,,2021,11437
Greenup,,2020,35852
Greenup,,2021,35649
Greenville,,2020,526980
Greenville,,2021,533834
Greenwood,,2020,5972
Greenwood,,2020,69380
Greenwood,,2021,5939
Greenwood,,2021,69241
Greer,,2020,5488
Greer,,2021,5487
Gregg,,2020,124175
Gregg,,2021,124201
Gregory,,2020,3994
Gregory,,2021,3977
Grenada,,2020,21581
Grenada,,2021,21365
Griggs,,2020,2296
Griggs,,2021,2281
Grimes,,2020,29414
Grimes,,2021,30287
Grundy,,2020,52514
Grundy,,2020,12312
Grundy,,2020,9729
Grundy,,2020,13531
Grundy,,2021,52989
Grundy,,2021,12347
Grundy,,2021,9720
Grundy,,2021,13622
Guadalupe,,2020,4447
Guadalupe,,2020,173541
Guadalupe,,2021,4449
Guadalupe,,2021,177036
Guernsey,,2020,38390
Guernsey,,2021,38287
Guilford,,2020,541347
Guilford,,2021,542410
Gulf,,2020,14181
Gulf,,2021,14363
Gunnison,,2020,16945
Gunnison,,2021,17281
Guthrie,,2020,10612
Guthrie,,2021,10567
Gwinnett,,2020,957801
Gwinnett,,2021,964546
Haakon,,2020,1869
Haakon,,2021,1835
Habersham,,2020,46105
Habersham,,2021,46774
Haines,,2020,2085
Haines,,2021,2071
Hale,,2020,14792
Hale,,2020,32439
Hale,,2021,14754
Hale,,2021,32220
Halifax,,2020,48495
Halifax,,2020,33901
Halifax,,2021,48272
Halifax,,2021,33738
Hall,,2020,203589
Hall,,2020,62730
Hall,,2020,2801
